scenario,replicate,turtle_id,step,time_s,x_m,y_m,outcome
combined_mitigation,0,28,2,10.0,7.5,799.5,active
combined_mitigation,0,29,2,10.0,9.0,0.0,active
combined_mitigation,0,0,3,15.0,9.5,0.0,active
combined_mitigation,0,1,3,15.0,9.5,501.5,active
combined_mitigation,0,2,3,15.0,10.0,401.5,active
combined_mitigation,0,3,3,15.0,9.5,200.5,active
combined_mitigation,0,4,3,15.0,10.0,300.5,active
combined_mitigation,0,5,3,15.0,9.0,299.5,active
combined_mitigation,0,6,3,15.0,10.0,400.0,active
combined_mitigation,0,7,3,15.0,10.0,0.5,active
combined_mitigation,0,8,3,15.0,9.5,300.5,active
combined_mitigation,0,9,3,15.0,9.5,799.5,active
combined_mitigation,0,10,3,15.0,9.0,99.0,active
combined_mitigation,0,11,3,15.0,9.0,1.0,active
combined_mitigation,0,12,3,15.0,9.0,199.0,active
combined_mitigation,0,13,3,15.0,9.5,400.0,active
combined_mitigation,0,14,3,15.0,9.5,400.5,active
combined_mitigation,0,15,3,15.0,10.0,799.5,active
combined_mitigation,0,16,3,15.0,9.5,300.0,active
combined_mitigation,0,17,3,15.0,9.5,0.5,active
combined_mitigation,0,18,3,15.0,9.5,100.0,active
combined_mitigation,0,19,3,15.0,9.5,299.5,active
combined_mitigation,0,20,3,15.0,9.5,399.0,active
combined_mitigation,0,21,3,15.0,9.5,700.0,active
combined_mitigation,0,22,3,15.0,9.5,601.0,active
combined_mitigation,0,23,3,15.0,9.5,601.0,active
combined_mitigation,0,24,3,15.0,7.5,99.0,active
combined_mitigation,0,25,3,15.0,10.0,600.0,active
combined_mitigation,0,26,3,15.0,9.0,398.5,active
combined_mitigation,0,27,3,15.0,9.0,399.5,active
combined_mitigation,0,28,3,15.0,8.0,800.0,active
combined_mitigation,0,29,3,15.0,9.5,0.0,active
combined_mitigation,0,0,4,20.0,10.0,0.0,active
combined_mitigation,0,1,4,20.0,9.5,502.0,active
combined_mitigation,0,2,4,20.0,10.5,401.5,active
combined_mitigation,0,3,4,20.0,10.0,201.0,active
combined_mitigation,0,4,4,20.0,10.5,300.5,active
combined_mitigation,0,5,4,20.0,9.5,299.0,active
combined_mitigation,0,6,4,20.0,10.5,399.5,active
combined_mitigation,0,7,4,20.0,10.5,0.5,active
combined_mitigation,0,8,4,20.0,10.0,300.5,active
combined_mitigation,0,9,4,20.0,10.0,799.5,active
combined_mitigation,0,10,4,20.0,9.5,99.0,active
combined_mitigation,0,11,4,20.0,9.5,1.5,active
combined_mitigation,0,12,4,20.0,9.5,198.5,active
combined_mitigation,0,13,4,20.0,10.0,400.0,active
combined_mitigation,0,14,4,20.0,10.0,400.5,active
combined_mitigation,0,15,4,20.0,10.5,799.0,active
combined_mitigation,0,16,4,20.0,10.0,300.0,active
combined_mitigation,0,17,4,20.0,9.5,0.5,active
combined_mitigation,0,18,4,20.0,10.0,100.0,active
combined_mitigation,0,19,4,20.0,10.0,299.5,active
combined_mitigation,0,20,4,20.0,10.0,399.0,active
combined_mitigation,0,21,4,20.0,9.5,699.5,active
combined_mitigation,0,22,4,20.0,10.0,601.0,active
combined_mitigation,0,23,4,20.0,9.5,601.5,active
combined_mitigation,0,24,4,20.0,8.0,98.5,active
combined_mitigation,0,25,4,20.0,10.5,599.5,active
combined_mitigation,0,26,4,20.0,9.5,398.5,active
combined_mitigation,0,27,4,20.0,9.5,399.5,active
combined_mitigation,0,28,4,20.0,8.5,799.5,active
combined_mitigation,0,29,4,20.0,10.0,0.0,active
combined_mitigation,0,0,5,25.0,10.5,0.0,active
combined_mitigation,0,1,5,25.0,10.0,502.0,active
combined_mitigation,0,2,5,25.0,11.0,401.5,active
combined_mitigation,0,3,5,25.0,10.5,201.5,active
combined_mitigation,0,4,5,25.0,11.0,300.0,active
combined_mitigation,0,5,5,25.0,10.0,298.5,active
combined_mitigation,0,6,5,25.0,11.0,399.5,active
combined_mitigation,0,7,5,25.0,11.0,1.0,active
combined_mitigation,0,8,5,25.0,10.5,300.5,active
combined_mitigation,0,9,5,25.0,10.5,799.0,active
combined_mitigation,0,10,5,25.0,10.0,98.5,active
combined_mitigation,0,11,5,25.0,10.0,2.0,active
combined_mitigation,0,12,5,25.0,10.0,198.5,active
combined_mitigation,0,13,5,25.0,10.5,400.0,active
combined_mitigation,0,14,5,25.0,10.5,400.5,active
combined_mitigation,0,15,5,25.0,11.0,798.5,active
combined_mitigation,0,16,5,25.0,10.5,299.5,active
combined_mitigation,0,17,5,25.0,10.0,1.0,active
combined_mitigation,0,18,5,25.0,10.5,100.0,active
combined_mitigation,0,19,5,25.0,10.5,299.5,active
combined_mitigation,0,20,5,25.0,10.5,399.0,active
combined_mitigation,0,21,5,25.0,10.0,699.5,active
combined_mitigation,0,22,5,25.0,10.5,601.0,active
combined_mitigation,0,23,5,25.0,10.0,602.0,active
combined_mitigation,0,24,5,25.0,8.5,98.0,active
combined_mitigation,0,25,5,25.0,10.5,599.0,active
combined_mitigation,0,26,5,25.0,10.0,399.0,active
combined_mitigation,0,27,5,25.0,10.0,399.0,active
combined_mitigation,0,28,5,25.0,9.0,799.0,active
combined_mitigation,0,29,5,25.0,10.5,0.0,active
combined_mitigation,0,0,6,30.0,11.0,0.0,active
combined_mitigation,0,1,6,30.0,10.5,502.5,active
combined_mitigation,0,2,6,30.0,11.5,402.0,active
combined_mitigation,0,3,6,30.0,11.0,201.5,active
combined_mitigation,0,4,6,30.0,11.5,299.5,active
combined_mitigation,0,5,6,30.0,10.5,298.5,active
combined_mitigation,0,6,6,30.0,11.5,399.5,active
combined_mitigation,0,7,6,30.0,11.5,1.0,active
combined_mitigation,0,8,6,30.0,11.0,300.5,active
combined_mitigation,0,9,6,30.0,10.5,798.5,active
combined_mitigation,0,10,6,30.0,10.5,98.5,active
combined_mitigation,0,11,6,30.0,10.5,2.0,active
combined_mitigation,0,12,6,30.0,10.5,198.5,active
combined_mitigation,0,13,6,30.0,11.0,399.5,active
combined_mitigation,0,14,6,30.0,11.0,400.5,active
combined_mitigation,0,15,6,30.0,11.5,798.5,active
combined_mitigation,0,16,6,30.0,11.0,300.0,active
combined_mitigation,0,17,6,30.0,10.5,1.0,active
combined_mitigation,0,18,6,30.0,11.0,100.0,active
combined_mitigation,0,19,6,30.0,11.0,299.5,active
combined_mitigation,0,20,6,30.0,10.5,399.5,active
combined_mitigation,0,21,6,30.0,10.5,699.0,active
combined_mitigation,0,22,6,30.0,11.0,601.0,active
combined_mitigation,0,23,6,30.0,10.0,602.5,active
combined_mitigation,0,24,6,30.0,9.0,98.0,active
combined_mitigation,0,25,6,30.0,10.5,599.0,active
combined_mitigation,0,26,6,30.0,10.5,399.0,active
combined_mitigation,0,27,6,30.0,10.0,398.5,active
combined_mitigation,0,28,6,30.0,9.5,799.5,active
combined_mitigation,0,29,6,30.0,11.0,0.5,active
combined_mitigation,0,0,7,35.0,11.5,0.0,active
combined_mitigation,0,1,7,35.0,11.0,502.0,active
combined_mitigation,0,2,7,35.0,12.0,402.0,active
combined_mitigation,0,3,7,35.0,11.5,201.0,active
combined_mitigation,0,4,7,35.0,12.0,299.0,active
combined_mitigation,0,5,7,35.0,11.0,298.5,active
combined_mitigation,0,6,7,35.0,12.0,399.5,active
combined_mitigation,0,7,7,35.0,12.0,1.0,active
combined_mitigation,0,8,7,35.0,11.5,300.5,active
combined_mitigation,0,9,7,35.0,11.0,798.0,active
combined_mitigation,0,10,7,35.0,11.0,98.0,active
combined_mitigation,0,11,7,35.0,11.0,1.5,active
combined_mitigation,0,12,7,35.0,11.0,198.5,active
combined_mitigation,0,13,7,35.0,11.5,399.0,active
combined_mitigation,0,14,7,35.0,11.5,400.5,active
combined_mitigation,0,15,7,35.0,12.0,798.5,active
combined_mitigation,0,16,7,35.0,11.5,300.5,active
combined_mitigation,0,17,7,35.0,11.0,1.0,active
combined_mitigation,0,18,7,35.0,11.5,100.0,active
combined_mitigation,0,19,7,35.0,11.5,299.5,active
combined_mitigation,0,20,7,35.0,11.0,399.5,active
combined_mitigation,0,21,7,35.0,11.0,699.0,active
combined_mitigation,0,22,7,35.0,11.5,601.0,active
combined_mitigation,0,23,7,35.0,10.5,603.0,active
combined_mitigation,0,24,7,35.0,9.5,98.5,active
combined_mitigation,0,25,7,35.0,11.0,598.5,active
combined_mitigation,0,26,7,35.0,11.0,399.0,active
combined_mitigation,0,27,7,35.0,10.5,398.0,active
combined_mitigation,0,28,7,35.0,10.0,800.0,active
combined_mitigation,0,29,7,35.0,11.5,1.0,active
combined_mitigation,0,0,8,40.0,12.0,0.5,active
combined_mitigation,0,1,8,40.0,11.5,501.5,active
combined_mitigation,0,2,8,40.0,12.5,401.5,active
combined_mitigation,0,3,8,40.0,12.0,201.0,active
combined_mitigation,0,4,8,40.0,12.5,298.5,active
combined_mitigation,0,5,8,40.0,11.5,298.5,active
combined_mitigation,0,6,8,40.0,12.5,399.5,active
combined_mitigation,0,7,8,40.0,12.5,1.0,active
combined_mitigation,0,8,8,40.0,12.0,300.5,active
combined_mitigation,0,9,8,40.0,11.5,798.0,active
combined_mitigation,0,10,8,40.0,11.5,97.5,active
combined_mitigation,0,11,8,40.0,11.5,1.5,active
combined_mitigation,0,12,8,40.0,11.5,198.5,active
combined_mitigation,0,13,8,40.0,11.5,398.5,active
combined_mitigation,0,14,8,40.0,12.0,401.0,active
combined_mitigation,0,15,8,40.0,12.5,799.0,active
combined_mitigation,0,16,8,40.0,12.0,300.5,active
combined_mitigation,0,17,8,40.0,11.5,0.5,active
combined_mitigation,0,18,8,40.0,12.0,100.0,active
combined_mitigation,0,19,8,40.0,12.0,299.5,active
combined_mitigation,0,20,8,40.0,11.5,399.0,active
combined_mitigation,0,21,8,40.0,11.5,699.0,active
combined_mitigation,0,22,8,40.0,12.0,601.0,active
combined_mitigation,0,23,8,40.0,10.5,603.5,active
combined_mitigation,0,24,8,40.0,10.0,99.0,active
combined_mitigation,0,25,8,40.0,11.5,598.0,active
combined_mitigation,0,26,8,40.0,11.5,399.0,active
combined_mitigation,0,27,8,40.0,11.0,398.0,active
combined_mitigation,0,28,8,40.0,10.5,799.5,active
combined_mitigation,0,29,8,40.0,12.0,1.5,active
combined_mitigation,0,0,9,45.0,12.5,0.5,active
combined_mitigation,0,1,9,45.0,12.0,502.0,active
combined_mitigation,0,2,9,45.0,13.0,401.5,active
combined_mitigation,0,3,9,45.0,12.5,201.0,active
combined_mitigation,0,4,9,45.0,13.0,298.0,active
combined_mitigation,0,5,9,45.0,12.0,298.0,active
combined_mitigation,0,6,9,45.0,13.0,400.0,active
combined_mitigation,0,7,9,45.0,13.0,1.0,active
combined_mitigation,0,8,9,45.0,12.5,301.0,active
combined_mitigation,0,9,9,45.0,12.0,797.5,active
combined_mitigation,0,10,9,45.0,12.0,97.5,active
combined_mitigation,0,11,9,45.0,12.0,1.5,active
combined_mitigation,0,12,9,45.0,12.0,198.0,active
combined_mitigation,0,13,9,45.0,11.5,398.0,active
combined_mitigation,0,14,9,45.0,12.5,401.5,active
combined_mitigation,0,15,9,45.0,13.0,799.0,active
combined_mitigation,0,16,9,45.0,12.5,300.0,active
combined_mitigation,0,17,9,45.0,12.0,0.0,active
combined_mitigation,0,18,9,45.0,12.5,100.5,active
combined_mitigation,0,19,9,45.0,12.5,299.5,active
combined_mitigation,0,20,9,45.0,12.0,399.0,active
combined_mitigation,0,21,9,45.0,12.0,699.0,active
combined_mitigation,0,22,9,45.0,12.5,601.5,active
combined_mitigation,0,23,9,45.0,11.0,604.0,active
combined_mitigation,0,24,9,45.0,10.5,99.5,active
combined_mitigation,0,25,9,45.0,11.5,597.5,active
combined_mitigation,0,26,9,45.0,12.0,398.5,active
combined_mitigation,0,27,9,45.0,11.5,398.0,active
combined_mitigation,0,28,9,45.0,11.0,800.0,active
combined_mitigation,0,29,9,45.0,12.5,1.5,active
combined_mitigation,0,0,10,50.0,13.0,0.5,active
combined_mitigation,0,1,10,50.0,12.5,502.0,active
combined_mitigation,0,2,10,50.0,13.5,401.0,active
combined_mitigation,0,3,10,50.0,13.0,200.5,active
combined_mitigation,0,4,10,50.0,13.5,297.5,active
combined_mitigation,0,5,10,50.0,12.5,297.5,active
combined_mitigation,0,6,10,50.0,13.5,400.5,active
combined_mitigation,0,7,10,50.0,13.5,1.0,active
combined_mitigation,0,8,10,50.0,13.0,300.5,active
combined_mitigation,0,9,10,50.0,12.5,797.5,active
combined_mitigation,0,10,10,50.0,12.5,97.5,active
combined_mitigation,0,11,10,50.0,12.5,1.5,active
combined_mitigation,0,12,10,50.0,12.5,198.0,active
combined_mitigation,0,13,10,50.0,11.5,397.5,active
combined_mitigation,0,14,10,50.0,13.0,401.5,active
combined_mitigation,0,15,10,50.0,13.5,799.0,active
combined_mitigation,0,16,10,50.0,13.0,299.5,active
combined_mitigation,0,17,10,50.0,12.0,0.5,active
combined_mitigation,0,18,10,50.0,13.0,101.0,active
combined_mitigation,0,19,10,50.0,13.0,299.5,active
combined_mitigation,0,20,10,50.0,12.5,399.5,active
combined_mitigation,0,21,10,50.0,12.5,699.0,active
combined_mitigation,0,22,10,50.0,13.0,601.5,active
combined_mitigation,0,23,10,50.0,11.5,604.0,active
combined_mitigation,0,24,10,50.0,11.0,99.5,active
combined_mitigation,0,25,10,50.0,12.0,597.5,active
combined_mitigation,0,26,10,50.0,12.5,398.5,active
combined_mitigation,0,27,10,50.0,12.0,397.5,active
combined_mitigation,0,28,10,50.0,11.5,800.0,active
combined_mitigation,0,29,10,50.0,13.0,2.0,active
combined_mitigation,0,0,11,55.0,13.5,0.5,active
combined_mitigation,0,1,11,55.0,13.0,502.5,active
combined_mitigation,0,2,11,55.0,14.0,401.0,active
combined_mitigation,0,3,11,55.0,13.5,200.0,active
combined_mitigation,0,4,11,55.0,14.0,297.0,active
combined_mitigation,0,5,11,55.0,13.0,297.0,active
combined_mitigation,0,6,11,55.0,14.0,400.5,active
combined_mitigation,0,7,11,55.0,14.0,0.5,active
combined_mitigation,0,8,11,55.0,13.5,300.0,active
combined_mitigation,0,9,11,55.0,13.0,797.0,active
combined_mitigation,0,10,11,55.0,13.0,98.0,active
combined_mitigation,0,11,11,55.0,13.0,1.5,active
combined_mitigation,0,12,11,55.0,13.0,198.0,active
combined_mitigation,0,13,11,55.0,11.5,397.5,active
combined_mitigation,0,14,11,55.0,13.5,401.5,active
combined_mitigation,0,15,11,55.0,14.0,799.0,active
combined_mitigation,0,16,11,55.0,13.5,299.5,active
combined_mitigation,0,17,11,55.0,12.5,0.0,active
combined_mitigation,0,18,11,55.0,13.5,101.0,active
combined_mitigation,0,19,11,55.0,13.5,300.0,active
combined_mitigation,0,20,11,55.0,13.0,399.5,active
combined_mitigation,0,21,11,55.0,12.5,698.5,active
combined_mitigation,0,22,11,55.0,13.5,601.0,active
combined_mitigation,0,23,11,55.0,12.0,604.5,active
combined_mitigation,0,24,11,55.0,11.5,100.0,active
combined_mitigation,0,25,11,55.0,12.5,597.0,active
combined_mitigation,0,26,11,55.0,13.0,399.0,active
combined_mitigation,0,27,11,55.0,12.5,397.0,active
combined_mitigation,0,28,11,55.0,12.0,799.5,active
combined_mitigation,0,29,11,55.0,13.5,2.5,active
combined_mitigation,0,0,12,60.0,14.0,0.5,active
combined_mitigation,0,1,12,60.0,13.5,503.0,active
combined_mitigation,0,2,12,60.0,14.5,401.0,active
combined_mitigation,0,3,12,60.0,14.0,199.5,active
combined_mitigation,0,4,12,60.0,14.5,297.0,active
combined_mitigation,0,5,12,60.0,13.5,297.0,active
combined_mitigation,0,6,12,60.0,14.5,400.5,active
combined_mitigation,0,7,12,60.0,14.5,0.0,active
combined_mitigation,0,8,12,60.0,14.0,300.0,active
combined_mitigation,0,9,12,60.0,13.0,796.5,active
combined_mitigation,0,10,12,60.0,13.5,98.0,active
combined_mitigation,0,11,12,60.0,13.5,1.5,active
combined_mitigation,0,12,12,60.0,13.5,198.0,active
combined_mitigation,0,13,12,60.0,12.0,397.5,active
combined_mitigation,0,14,12,60.0,14.0,401.0,active
combined_mitigation,0,15,12,60.0,14.5,799.5,active
combined_mitigation,0,16,12,60.0,14.0,299.5,active
combined_mitigation,0,17,12,60.0,13.0,0.5,active
combined_mitigation,0,18,12,60.0,14.0,101.0,active
combined_mitigation,0,19,12,60.0,14.0,300.0,active
combined_mitigation,0,20,12,60.0,13.5,399.5,active
combined_mitigation,0,21,12,60.0,13.0,698.0,active
combined_mitigation,0,22,12,60.0,14.0,600.5,active
combined_mitigation,0,23,12,60.0,12.5,605.0,active
combined_mitigation,0,24,12,60.0,12.0,100.0,active
combined_mitigation,0,25,12,60.0,13.0,597.0,active
combined_mitigation,0,26,12,60.0,13.5,399.0,active
combined_mitigation,0,27,12,60.0,13.0,396.5,active
combined_mitigation,0,28,12,60.0,12.5,799.0,active
combined_mitigation,0,29,12,60.0,14.0,2.5,active
combined_mitigation,0,0,13,65.0,14.5,0.0,active
combined_mitigation,0,1,13,65.0,14.0,503.0,active
combined_mitigation,0,2,13,65.0,15.0,401.0,active
combined_mitigation,0,3,13,65.0,14.5,199.5,active
combined_mitigation,0,4,13,65.0,15.0,297.0,active
combined_mitigation,0,5,13,65.0,14.0,297.0,active
combined_mitigation,0,6,13,65.0,15.0,400.5,active
combined_mitigation,0,7,13,65.0,15.0,0.5,active
combined_mitigation,0,8,13,65.0,14.5,300.5,active
combined_mitigation,0,9,13,65.0,13.5,796.0,active
combined_mitigation,0,10,13,65.0,14.0,97.5,active
combined_mitigation,0,11,13,65.0,14.0,1.5,active
combined_mitigation,0,12,13,65.0,14.0,198.0,active
combined_mitigation,0,13,13,65.0,12.5,397.0,active
combined_mitigation,0,14,13,65.0,14.5,400.5,active
combined_mitigation,0,15,13,65.0,15.0,799.0,active
combined_mitigation,0,16,13,65.0,14.5,300.0,active
combined_mitigation,0,17,13,65.0,13.5,0.5,active
combined_mitigation,0,18,13,65.0,14.5,101.0,active
combined_mitigation,0,19,13,65.0,14.5,300.0,active
combined_mitigation,0,20,13,65.0,14.0,399.5,active
combined_mitigation,0,21,13,65.0,13.5,697.5,active
combined_mitigation,0,22,13,65.0,14.5,600.0,active
combined_mitigation,0,23,13,65.0,13.0,605.0,active
combined_mitigation,0,24,13,65.0,12.0,100.5,active
combined_mitigation,0,25,13,65.0,13.5,597.0,active
combined_mitigation,0,26,13,65.0,14.0,399.0,active
combined_mitigation,0,27,13,65.0,13.0,396.0,active
combined_mitigation,0,28,13,65.0,13.0,798.5,active
combined_mitigation,0,29,13,65.0,14.5,2.0,active
combined_mitigation,0,0,14,70.0,15.0,0.5,active
combined_mitigation,0,1,14,70.0,14.5,503.0,active
combined_mitigation,0,2,14,70.0,15.0,401.5,active
combined_mitigation,0,3,14,70.0,15.0,199.5,active
combined_mitigation,0,4,14,70.0,15.5,297.0,active
combined_mitigation,0,5,14,70.0,14.5,297.0,active
combined_mitigation,0,6,14,70.0,15.5,400.0,active
combined_mitigation,0,7,14,70.0,15.5,0.5,active
combined_mitigation,0,8,14,70.0,15.0,301.0,active
combined_mitigation,0,9,14,70.0,14.0,796.5,active
combined_mitigation,0,10,14,70.0,14.5,97.0,active
combined_mitigation,0,11,14,70.0,14.5,1.5,active
combined_mitigation,0,12,14,70.0,14.5,198.0,active
combined_mitigation,0,13,14,70.0,13.0,397.0,active
combined_mitigation,0,14,14,70.0,15.0,400.5,active
combined_mitigation,0,15,14,70.0,15.5,799.0,active
combined_mitigation,0,16,14,70.0,15.0,300.0,active
combined_mitigation,0,17,14,70.0,14.0,0.5,active
combined_mitigation,0,18,14,70.0,15.0,100.5,active
combined_mitigation,0,19,14,70.0,15.0,300.5,active
combined_mitigation,0,20,14,70.0,14.5,399.5,active
combined_mitigation,0,21,14,70.0,14.0,697.5,active
combined_mitigation,0,22,14,70.0,15.0,599.5,active
combined_mitigation,0,23,14,70.0,13.5,605.0,active
combined_mitigation,0,24,14,70.0,12.5,100.5,active
combined_mitigation,0,25,14,70.0,14.0,597.0,active
combined_mitigation,0,26,14,70.0,14.5,399.0,active
combined_mitigation,0,27,14,70.0,13.5,395.5,active
combined_mitigation,0,28,14,70.0,13.5,798.5,active
combined_mitigation,0,29,14,70.0,15.0,2.0,active
combined_mitigation,0,0,15,75.0,15.5,0.5,active
combined_mitigation,0,1,15,75.0,15.0,503.5,active
combined_mitigation,0,2,15,75.0,15.5,402.0,active
combined_mitigation,0,3,15,75.0,15.5,199.0,active
combined_mitigation,0,4,15,75.0,16.0,296.5,active
combined_mitigation,0,5,15,75.0,15.0,296.5,active
combined_mitigation,0,6,15,75.0,16.0,399.5,active
combined_mitigation,0,7,15,75.0,16.0,0.5,active
combined_mitigation,0,8,15,75.0,15.5,301.0,active
combined_mitigation,0,9,15,75.0,14.5,796.5,active
combined_mitigation,0,10,15,75.0,15.0,97.0,active
combined_mitigation,0,11,15,75.0,15.0,1.0,active
combined_mitigation,0,12,15,75.0,15.0,197.5,active
combined_mitigation,0,13,15,75.0,13.5,396.5,active
combined_mitigation,0,14,15,75.0,15.5,400.5,active
combined_mitigation,0,15,15,75.0,16.0,799.5,active
combined_mitigation,0,16,15,75.0,15.5,300.5,active
combined_mitigation,0,17,15,75.0,14.5,0.5,active
combined_mitigation,0,18,15,75.0,15.5,100.5,active
combined_mitigation,0,19,15,75.0,15.5,300.5,active
combined_mitigation,0,20,15,75.0,15.0,399.5,active
combined_mitigation,0,21,15,75.0,14.5,697.5,active
combined_mitigation,0,22,15,75.0,15.5,599.0,active
combined_mitigation,0,23,15,75.0,14.0,605.0,active
combined_mitigation,0,24,15,75.0,13.0,100.5,active
combined_mitigation,0,25,15,75.0,14.5,596.5,active
combined_mitigation,0,26,15,75.0,15.0,399.0,active
combined_mitigation,0,27,15,75.0,14.0,395.0,active
combined_mitigation,0,28,15,75.0,14.0,798.5,active
combined_mitigation,0,29,15,75.0,15.5,2.0,active
combined_mitigation,0,0,16,80.0,16.0,0.5,active
combined_mitigation,0,1,16,80.0,15.5,504.0,active
combined_mitigation,0,2,16,80.0,16.0,402.5,active
combined_mitigation,0,3,16,80.0,16.0,199.0,active
combined_mitigation,0,4,16,80.0,16.5,296.0,active
combined_mitigation,0,5,16,80.0,15.5,296.5,active
combined_mitigation,0,6,16,80.0,16.5,399.0,active
combined_mitigation,0,7,16,80.0,16.5,0.5,active
combined_mitigation,0,8,16,80.0,16.0,301.0,active
combined_mitigation,0,9,16,80.0,15.0,797.0,active
combined_mitigation,0,10,16,80.0,15.5,97.0,active
combined_mitigation,0,11,16,80.0,15.5,1.0,active
combined_mitigation,0,12,16,80.0,15.5,197.0,active
combined_mitigation,0,13,16,80.0,13.5,396.0,active
combined_mitigation,0,14,16,80.0,16.0,400.5,active
combined_mitigation,0,15,16,80.0,16.5,799.5,active
combined_mitigation,0,16,16,80.0,16.0,301.0,active
combined_mitigation,0,17,16,80.0,15.0,0.5,active
combined_mitigation,0,18,16,80.0,16.0,100.0,active
combined_mitigation,0,19,16,80.0,16.0,300.5,active
combined_mitigation,0,20,16,80.0,15.5,399.0,active
combined_mitigation,0,21,16,80.0,15.0,697.5,active
combined_mitigation,0,22,16,80.0,16.0,598.5,active
combined_mitigation,0,23,16,80.0,14.5,605.0,active
combined_mitigation,0,24,16,80.0,13.0,100.0,active
combined_mitigation,0,25,16,80.0,15.0,596.5,active
combined_mitigation,0,26,16,80.0,15.5,399.0,active
combined_mitigation,0,27,16,80.0,14.5,394.5,active
combined_mitigation,0,28,16,80.0,14.5,798.5,active
combined_mitigation,0,29,16,80.0,16.0,2.0,active
combined_mitigation,0,0,17,85.0,16.5,0.0,active
combined_mitigation,0,1,17,85.0,16.0,504.0,active
combined_mitigation,0,2,17,85.0,16.0,403.0,active
combined_mitigation,0,3,17,85.0,16.5,198.5,active
combined_mitigation,0,4,17,85.0,17.0,295.5,active
combined_mitigation,0,5,17,85.0,16.0,296.5,active
combined_mitigation,0,6,17,85.0,17.0,399.0,active
combined_mitigation,0,7,17,85.0,17.0,0.5,active
combined_mitigation,0,8,17,85.0,16.5,301.5,active
combined_mitigation,0,9,17,85.0,15.5,797.5,active
combined_mitigation,0,10,17,85.0,16.0,97.0,active
combined_mitigation,0,11,17,85.0,16.0,1.0,active
combined_mitigation,0,12,17,85.0,16.0,197.0,active
combined_mitigation,0,13,17,85.0,14.0,395.5,active
combined_mitigation,0,14,17,85.0,16.5,400.5,active
combined_mitigation,0,15,17,85.0,17.0,799.0,active
combined_mitigation,0,16,17,85.0,16.5,301.0,active
combined_mitigation,0,17,17,85.0,15.5,0.0,active
combined_mitigation,0,18,17,85.0,16.5,99.5,active
combined_mitigation,0,19,17,85.0,16.5,301.0,active
combined_mitigation,0,20,17,85.0,15.5,398.5,active
combined_mitigation,0,21,17,85.0,15.5,698.0,active
combined_mitigation,0,22,17,85.0,16.5,598.5,active
combined_mitigation,0,23,17,85.0,15.0,605.5,active
combined_mitigation,0,24,17,85.0,13.5,99.5,active
combined_mitigation,0,25,17,85.0,15.5,596.0,active
combined_mitigation,0,26,17,85.0,16.0,398.5,active
combined_mitigation,0,27,17,85.0,15.0,394.5,active
combined_mitigation,0,28,17,85.0,15.0,798.5,active
combined_mitigation,0,29,17,85.0,16.5,1.5,active
combined_mitigation,0,0,18,90.0,17.0,0.5,active
combined_mitigation,0,1,18,90.0,16.5,504.0,active
combined_mitigation,0,2,18,90.0,16.5,402.5,active
combined_mitigation,0,3,18,90.0,17.0,198.5,active
combined_mitigation,0,4,18,90.0,17.5,295.5,active
combined_mitigation,0,5,18,90.0,16.5,297.0,active
combined_mitigation,0,6,18,90.0,17.5,399.0,active
combined_mitigation,0,7,18,90.0,17.5,0.5,active
combined_mitigation,0,8,18,90.0,17.0,301.5,active
combined_mitigation,0,9,18,90.0,16.0,797.5,active
combined_mitigation,0,10,18,90.0,16.5,96.5,active
combined_mitigation,0,11,18,90.0,16.5,1.0,active
combined_mitigation,0,12,18,90.0,16.5,196.5,active
combined_mitigation,0,13,18,90.0,14.5,395.0,active
combined_mitigation,0,14,18,90.0,17.0,401.0,active
combined_mitigation,0,15,18,90.0,17.0,799.0,active
combined_mitigation,0,16,18,90.0,17.0,300.5,active
combined_mitigation,0,17,18,90.0,16.0,0.0,active
combined_mitigation,0,18,18,90.0,17.0,99.5,active
combined_mitigation,0,19,18,90.0,17.0,301.5,active
combined_mitigation,0,20,18,90.0,16.0,398.5,active
combined_mitigation,0,21,18,90.0,16.0,697.5,active
combined_mitigation,0,22,18,90.0,17.0,598.5,active
combined_mitigation,0,23,18,90.0,15.5,606.0,active
combined_mitigation,0,24,18,90.0,14.0,99.0,active
combined_mitigation,0,25,18,90.0,16.0,596.5,active
combined_mitigation,0,26,18,90.0,16.5,398.5,active
combined_mitigation,0,27,18,90.0,15.5,394.0,active
combined_mitigation,0,28,18,90.0,15.5,799.0,active
combined_mitigation,0,29,18,90.0,17.0,2.0,active
combined_mitigation,0,0,19,95.0,17.5,0.5,active
combined_mitigation,0,1,19,95.0,17.0,504.0,active
combined_mitigation,0,2,19,95.0,17.0,402.5,active
combined_mitigation,0,3,19,95.0,17.5,198.5,active
combined_mitigation,0,4,19,95.0,17.0,295.5,active
combined_mitigation,0,5,19,95.0,17.0,297.0,active
combined_mitigation,0,6,19,95.0,18.0,399.0,active
combined_mitigation,0,7,19,95.0,18.0,0.5,active
combined_mitigation,0,8,19,95.0,17.5,301.5,active
combined_mitigation,0,9,19,95.0,16.5,797.5,active
combined_mitigation,0,10,19,95.0,17.0,96.5,active
combined_mitigation,0,11,19,95.0,17.0,0.5,active
combined_mitigation,0,12,19,95.0,17.0,196.0,active
combined_mitigation,0,13,19,95.0,15.0,394.5,active
combined_mitigation,0,14,19,95.0,17.5,401.5,active
combined_mitigation,0,15,19,95.0,17.0,798.5,active
