scenario,replicate,turtle_id,step,time_s,x_m,y_m,outcome
baseline,0,12,72,360.0,2.5,375.0,active
baseline,0,13,72,360.0,38.0,80.5,active
baseline,0,14,72,360.0,5.0,380.5,active
baseline,0,15,72,360.0,34.5,78.0,active
baseline,0,16,72,360.0,33.5,579.0,active
baseline,0,17,72,360.0,26.5,90.0,active
baseline,0,18,72,360.0,29.0,174.0,active
baseline,0,19,72,360.0,28.0,684.0,active
baseline,0,20,72,360.0,4.5,379.5,active
baseline,0,21,72,360.0,25.5,171.5,active
baseline,0,22,72,360.0,34.5,0.5,active
baseline,0,23,72,360.0,37.5,787.5,active
baseline,0,24,72,360.0,18.5,493.0,active
baseline,0,25,72,360.0,36.0,789.0,active
baseline,0,26,72,360.0,34.5,77.0,active
baseline,0,27,72,360.0,20.5,75.0,active
baseline,0,28,72,360.0,38.0,577.0,active
baseline,0,29,72,360.0,28.5,175.5,active
baseline,0,1,73,365.0,29.5,77.0,active
baseline,0,2,73,365.0,36.5,86.0,active
baseline,0,3,73,365.0,37.5,593.0,active
baseline,0,4,73,365.0,32.5,0.0,active
baseline,0,5,73,365.0,24.5,82.5,active
baseline,0,6,73,365.0,23.0,770.5,active
baseline,0,7,73,365.0,23.0,579.5,active
baseline,0,8,73,365.0,22.5,169.0,active
baseline,0,9,73,365.0,4.5,372.0,active
baseline,0,10,73,365.0,29.5,171.0,active
baseline,0,11,73,365.0,27.5,684.5,active
baseline,0,12,73,365.0,2.0,375.0,active
baseline,0,13,73,365.0,38.5,80.0,active
baseline,0,14,73,365.0,5.5,380.0,active
baseline,0,15,73,365.0,35.0,77.5,active
baseline,0,16,73,365.0,34.0,578.5,active
baseline,0,17,73,365.0,26.5,89.5,active
baseline,0,18,73,365.0,29.5,173.5,active
baseline,0,19,73,365.0,27.5,683.5,active
baseline,0,20,73,365.0,4.5,379.0,active
baseline,0,21,73,365.0,26.0,171.0,active
baseline,0,22,73,365.0,34.5,0.0,active
baseline,0,23,73,365.0,38.0,788.0,active
baseline,0,24,73,365.0,19.0,493.5,active
baseline,0,25,73,365.0,36.5,789.0,active
baseline,0,26,73,365.0,35.0,76.5,active
baseline,0,27,73,365.0,20.5,74.5,active
baseline,0,28,73,365.0,38.5,577.0,active
baseline,0,29,73,365.0,29.0,175.0,active
baseline,0,1,74,370.0,29.5,76.5,active
baseline,0,2,74,370.0,37.0,85.5,active
baseline,0,3,74,370.0,38.0,592.5,active
baseline,0,4,74,370.0,32.5,0.5,active
baseline,0,5,74,370.0,25.0,82.5,active
baseline,0,6,74,370.0,23.5,770.0,active
baseline,0,7,74,370.0,23.0,579.0,active
baseline,0,8,74,370.0,23.0,168.5,active
baseline,0,9,74,370.0,4.5,371.5,active
baseline,0,10,74,370.0,29.0,170.5,active
baseline,0,11,74,370.0,28.0,684.5,active
baseline,0,12,74,370.0,1.5,375.0,active
baseline,0,13,74,370.0,39.0,80.0,active
baseline,0,14,74,370.0,5.5,379.5,active
baseline,0,15,74,370.0,35.5,77.0,active
baseline,0,16,74,370.0,34.5,578.0,active
baseline,0,17,74,370.0,26.0,89.5,active
baseline,0,18,74,370.0,30.0,173.5,active
baseline,0,19,74,370.0,27.5,683.0,active
baseline,0,20,74,370.0,4.0,378.5,active
baseline,0,21,74,370.0,26.5,170.5,active
baseline,0,22,74,370.0,35.0,0.5,active
baseline,0,23,74,370.0,38.5,788.5,active
baseline,0,24,74,370.0,19.5,493.5,active
baseline,0,25,74,370.0,36.0,789.0,active
baseline,0,26,74,370.0,35.5,76.0,active
baseline,0,27,74,370.0,20.0,74.0,active
baseline,0,28,74,370.0,39.0,577.0,active
baseline,0,29,74,370.0,29.5,175.5,active
baseline,0,1,75,375.0,30.0,76.0,active
baseline,0,2,75,375.0,37.0,85.0,active
baseline,0,3,75,375.0,38.0,592.0,active
baseline,0,4,75,375.0,33.0,0.0,active
baseline,0,5,75,375.0,25.5,82.5,active
baseline,0,6,75,375.0,24.0,769.5,active
baseline,0,7,75,375.0,22.5,578.5,active
baseline,0,8,75,375.0,23.0,168.0,active
baseline,0,9,75,375.0,4.5,371.0,active
baseline,0,10,75,375.0,28.5,170.5,active
baseline,0,11,75,375.0,28.5,684.0,active
baseline,0,12,75,375.0,2.0,375.5,active
baseline,0,13,75,375.0,39.5,80.0,active
baseline,0,14,75,375.0,5.5,379.0,active
baseline,0,15,75,375.0,35.5,76.5,active
baseline,0,16,75,375.0,34.5,577.5,active
baseline,0,17,75,375.0,26.5,90.0,active
baseline,0,18,75,375.0,30.0,173.0,active
baseline,0,19,75,375.0,27.0,682.5,active
baseline,0,20,75,375.0,4.0,378.0,active
baseline,0,21,75,375.0,26.5,170.0,active
baseline,0,22,75,375.0,35.5,0.5,active
baseline,0,23,75,375.0,39.0,788.0,active
baseline,0,24,75,375.0,19.5,493.5,active
baseline,0,25,75,375.0,35.5,788.5,active
baseline,0,26,75,375.0,36.0,75.5,active
baseline,0,27,75,375.0,19.5,73.5,active
baseline,0,28,75,375.0,39.5,576.5,active
baseline,0,29,75,375.0,30.0,175.5,active
baseline,0,1,76,380.0,30.5,75.5,active
baseline,0,2,76,380.0,36.5,84.5,active
baseline,0,3,76,380.0,37.5,592.0,active
baseline,0,4,76,380.0,33.5,0.5,active
baseline,0,5,76,380.0,26.0,82.0,active
baseline,0,6,76,380.0,24.5,769.5,active
baseline,0,7,76,380.0,22.5,578.0,active
baseline,0,8,76,380.0,23.0,167.5,active
baseline,0,9,76,380.0,5.0,371.0,active
baseline,0,10,76,380.0,28.5,171.0,active
baseline,0,11,76,380.0,28.0,683.5,active
baseline,0,12,76,380.0,2.5,375.0,active
baseline,0,13,76,380.0,40.0,79.5,active
baseline,0,14,76,380.0,5.0,378.5,active
baseline,0,15,76,380.0,35.5,76.0,active
baseline,0,16,76,380.0,35.0,577.0,active
baseline,0,17,76,380.0,27.0,90.5,active
baseline,0,18,76,380.0,30.5,172.5,active
baseline,0,19,76,380.0,27.0,682.0,active
baseline,0,20,76,380.0,4.0,377.5,active
baseline,0,21,76,380.0,26.0,169.5,active
baseline,0,22,76,380.0,36.0,0.5,active
baseline,0,23,76,380.0,39.0,787.5,active
baseline,0,24,76,380.0,20.0,493.5,active
baseline,0,25,76,380.0,35.0,788.0,active
baseline,0,26,76,380.0,36.5,75.5,active
baseline,0,27,76,380.0,19.5,73.0,active
baseline,0,28,76,380.0,40.0,576.0,active
baseline,0,29,76,380.0,30.5,175.0,active
baseline,0,1,77,385.0,30.5,75.5,active
baseline,0,2,77,385.0,36.5,84.0,active
baseline,0,3,77,385.0,37.5,591.5,active
baseline,0,4,77,385.0,34.0,0.0,active
baseline,0,5,77,385.0,26.5,82.0,active
baseline,0,6,77,385.0,25.0,769.5,active
baseline,0,7,77,385.0,23.0,577.5,active
baseline,0,8,77,385.0,23.0,167.0,active
baseline,0,9,77,385.0,5.5,370.5,active
baseline,0,10,77,385.0,29.0,171.5,active
baseline,0,11,77,385.0,27.5,683.5,active
baseline,0,12,77,385.0,2.5,374.5,active
baseline,0,13,77,385.0,40.5,79.5,active
baseline,0,14,77,385.0,4.5,378.5,active
baseline,0,15,77,385.0,35.5,75.5,active
baseline,0,16,77,385.0,35.5,576.5,active
baseline,0,17,77,385.0,27.0,90.0,active
baseline,0,18,77,385.0,31.0,172.0,active
baseline,0,19,77,385.0,27.5,681.5,active
baseline,0,20,77,385.0,4.5,377.0,active
baseline,0,21,77,385.0,25.5,169.0,active
baseline,0,22,77,385.0,36.5,0.5,active
baseline,0,23,77,385.0,39.5,787.0,active
baseline,0,24,77,385.0,20.5,494.0,active
baseline,0,25,77,385.0,35.0,788.5,active
baseline,0,26,77,385.0,37.0,75.0,active
baseline,0,27,77,385.0,20.0,72.5,active
baseline,0,28,77,385.0,40.5,575.5,active
baseline,0,29,77,385.0,30.5,175.0,active
baseline,0,1,78,390.0,30.5,75.0,active
baseline,0,2,78,390.0,37.0,83.5,active
baseline,0,3,78,390.0,37.0,591.0,active
baseline,0,4,78,390.0,34.5,0.5,active
baseline,0,5,78,390.0,27.0,82.0,active
baseline,0,6,78,390.0,25.5,769.0,active
baseline,0,7,78,390.0,23.0,577.0,active
baseline,0,8,78,390.0,23.0,167.5,active
baseline,0,9,78,390.0,6.0,370.0,active
baseline,0,10,78,390.0,29.5,172.0,active
baseline,0,11,78,390.0,27.0,684.0,active
baseline,0,12,78,390.0,2.5,374.5,active
baseline,0,13,78,390.0,41.0,79.0,active
baseline,0,14,78,390.0,4.0,378.0,active
baseline,0,15,78,390.0,36.0,75.0,active
baseline,0,16,78,390.0,36.0,576.0,active
baseline,0,17,78,390.0,27.0,89.5,active
baseline,0,18,78,390.0,31.5,171.5,active
baseline,0,19,78,390.0,28.0,681.5,active
baseline,0,20,78,390.0,5.0,376.5,active
baseline,0,21,78,390.0,25.5,168.5,active
baseline,0,22,78,390.0,37.0,0.0,active
baseline,0,23,78,390.0,39.5,786.5,active
baseline,0,24,78,390.0,21.0,494.0,active
baseline,0,25,78,390.0,35.0,789.0,active
baseline,0,26,78,390.0,37.5,74.5,active
baseline,0,27,78,390.0,20.0,72.0,active
baseline,0,28,78,390.0,40.5,575.0,active
baseline,0,29,78,390.0,31.0,174.5,active
baseline,0,1,79,395.0,30.5,74.5,active
baseline,0,2,79,395.0,37.0,83.0,active
baseline,0,3,79,395.0,36.5,591.0,active
baseline,0,4,79,395.0,35.0,0.0,active
baseline,0,5,79,395.0,27.5,82.0,active
baseline,0,6,79,395.0,26.0,768.5,active
baseline,0,7,79,395.0,23.5,576.5,active
baseline,0,8,79,395.0,23.5,168.0,active
baseline,0,9,79,395.0,6.5,369.5,active
baseline,0,10,79,395.0,30.0,172.0,active
baseline,0,11,79,395.0,26.5,683.5,active
baseline,0,12,79,395.0,2.5,374.0,active
baseline,0,13,79,395.0,41.5,79.0,active
baseline,0,14,79,395.0,3.5,377.5,active
baseline,0,15,79,395.0,36.5,74.5,active
baseline,0,16,79,395.0,36.5,575.5,active
baseline,0,17,79,395.0,27.0,89.0,active
baseline,0,18,79,395.0,32.0,171.0,active
baseline,0,19,79,395.0,28.5,681.5,active
baseline,0,20,79,395.0,5.5,376.0,active
baseline,0,21,79,395.0,25.5,168.0,active
baseline,0,22,79,395.0,37.0,0.5,active
baseline,0,23,79,395.0,39.5,786.0,active
baseline,0,24,79,395.0,21.5,493.5,active
baseline,0,25,79,395.0,35.0,789.5,active
baseline,0,26,79,395.0,38.0,74.5,active
baseline,0,27,79,395.0,20.5,71.5,active
baseline,0,28,79,395.0,40.5,574.5,active
baseline,0,29,79,395.0,31.0,174.0,active
baseline,0,1,80,400.0,31.0,74.0,active
baseline,0,2,80,400.0,37.5,82.5,active
baseline,0,3,80,400.0,36.0,591.0,active
baseline,0,4,80,400.0,35.5,0.5,active
baseline,0,5,80,400.0,27.5,82.0,active
baseline,0,6,80,400.0,26.5,768.0,active
baseline,0,7,80,400.0,23.5,576.0,active
baseline,0,8,80,400.0,24.0,168.0,active
baseline,0,9,80,400.0,7.0,369.0,active
baseline,0,10,80,400.0,30.5,172.0,active
baseline,0,11,80,400.0,26.5,683.0,active
baseline,0,12,80,400.0,3.0,373.5,active
baseline,0,13,80,400.0,42.0,79.0,active
baseline,0,14,80,400.0,3.0,377.0,active
baseline,0,15,80,400.0,37.0,74.0,active
baseline,0,16,80,400.0,36.5,575.0,active
baseline,0,17,80,400.0,27.0,88.5,active
baseline,0,18,80,400.0,32.5,171.0,active
baseline,0,19,80,400.0,29.0,681.5,active
baseline,0,20,80,400.0,5.5,375.5,active
baseline,0,21,80,400.0,25.5,167.5,active
baseline,0,22,80,400.0,37.0,0.0,active
baseline,0,23,80,400.0,39.5,785.5,active
baseline,0,24,80,400.0,21.5,493.0,active
baseline,0,25,80,400.0,35.5,789.5,active
baseline,0,26,80,400.0,38.5,74.5,active
baseline,0,27,80,400.0,21.0,71.0,active
baseline,0,28,80,400.0,40.5,574.0,active
baseline,0,29,80,400.0,31.0,173.5,active
baseline,0,1,81,405.0,30.5,74.0,active
baseline,0,2,81,405.0,37.5,82.0,active
baseline,0,3,81,405.0,35.5,591.5,active
baseline,0,4,81,405.0,36.0,0.5,active
baseline,0,5,81,405.0,28.0,82.0,active
baseline,0,6,81,405.0,27.0,767.5,active
baseline,0,7,81,405.0,24.0,575.5,active
baseline,0,8,81,405.0,24.5,167.5,active
baseline,0,9,81,405.0,7.0,368.5,active
baseline,0,10,81,405.0,31.0,172.0,active
baseline,0,11,81,405.0,26.5,682.5,active
baseline,0,12,81,405.0,3.0,373.0,active
baseline,0,13,81,405.0,42.5,79.5,active
baseline,0,14,81,405.0,3.5,376.5,active
baseline,0,15,81,405.0,37.0,73.5,active
baseline,0,16,81,405.0,36.5,574.5,active
baseline,0,17,81,405.0,27.0,88.0,active
baseline,0,18,81,405.0,33.0,171.0,active
baseline,0,19,81,405.0,29.0,681.0,active
baseline,0,20,81,405.0,6.0,375.0,active
baseline,0,21,81,405.0,26.0,167.0,active
baseline,0,22,81,405.0,37.5,0.5,active
baseline,0,23,81,405.0,39.5,785.0,active
baseline,0,24,81,405.0,21.0,492.5,active
baseline,0,25,81,405.0,36.0,789.5,active
baseline,0,26,81,405.0,39.0,74.5,active
baseline,0,27,81,405.0,21.5,71.0,active
baseline,0,28,81,405.0,41.0,573.5,active
baseline,0,29,81,405.0,31.0,173.0,active
baseline,0,1,82,410.0,30.5,73.5,active
baseline,0,2,82,410.0,37.5,81.5,active
baseline,0,3,82,410.0,35.0,592.0,active
baseline,0,4,82,410.0,36.5,0.5,active
baseline,0,5,82,410.0,28.5,82.5,active
baseline,0,6,82,410.0,27.5,767.0,active
baseline,0,7,82,410.0,24.5,575.0,active
baseline,0,8,82,410.0,25.0,167.0,active
baseline,0,9,82,410.0,7.0,368.0,active
baseline,0,10,82,410.0,31.5,172.5,active
baseline,0,11,82,410.0,26.5,682.5,active
baseline,0,12,82,410.0,3.0,372.5,active
baseline,0,13,82,410.0,43.0,79.0,active
baseline,0,14,82,410.0,3.5,376.0,active
baseline,0,15,82,410.0,37.0,73.0,active
baseline,0,16,82,410.0,36.5,574.0,active
baseline,0,17,82,410.0,27.0,87.5,active
baseline,0,18,82,410.0,33.5,171.5,active
baseline,0,19,82,410.0,29.0,680.5,active
baseline,0,20,82,410.0,6.5,374.5,active
baseline,0,21,82,410.0,26.5,167.0,active
baseline,0,22,82,410.0,38.0,0.5,active
baseline,0,23,82,410.0,40.0,784.5,active
baseline,0,24,82,410.0,21.0,492.0,active
baseline,0,25,82,410.0,36.0,790.0,active
baseline,0,26,82,410.0,39.5,75.0,active
baseline,0,27,82,410.0,22.0,71.0,active
baseline,0,28,82,410.0,41.5,573.0,active
baseline,0,29,82,410.0,31.0,172.5,active
baseline,0,1,83,415.0,30.0,73.0,active
baseline,0,2,83,415.0,38.0,81.0,active
baseline,0,3,83,415.0,34.5,592.0,active
baseline,0,4,83,415.0,37.0,0.0,active
baseline,0,5,83,415.0,29.0,82.0,active
baseline,0,6,83,415.0,27.5,766.5,active
baseline,0,7,83,415.0,25.0,574.5,active
baseline,0,8,83,415.0,25.5,166.5,active
baseline,0,9,83,415.0,7.0,367.5,predated
baseline,0,10,83,415.0,32.0,172.0,active
baseline,0,11,83,415.0,26.0,682.0,active
baseline,0,12,83,415.0,3.0,372.0,active
baseline,0,13,83,415.0,43.5,79.5,active
baseline,0,14,83,415.0,4.0,375.5,active
baseline,0,15,83,415.0,37.0,72.5,active
baseline,0,16,83,415.0,36.5,573.5,active
baseline,0,17,83,415.0,27.5,87.0,active
baseline,0,18,83,415.0,34.0,171.5,active
baseline,0,19,83,415.0,29.0,680.0,active
baseline,0,20,83,415.0,7.0,374.0,active
baseline,0,21,83,415.0,27.0,167.0,active
baseline,0,22,83,415.0,38.5,1.0,active
baseline,0,23,83,415.0,40.0,784.0,active
baseline,0,24,83,415.0,20.5,491.5,active
baseline,0,25,83,415.0,36.0,790.5,active
baseline,0,26,83,415.0,40.0,75.0,active
baseline,0,27,83,415.0,22.5,70.5,active
baseline,0,28,83,415.0,42.0,572.5,active
baseline,0,29,83,415.0,31.0,172.0,active
baseline,0,1,84,420.0,30.5,72.5,active
baseline,0,2,84,420.0,38.5,81.0,active
baseline,0,3,84,420.0,34.0,592.5,active
baseline,0,4,84,420.0,37.5,0.5,active
baseline,0,5,84,420.0,29.5,81.5,active
baseline,0,6,84,420.0,27.5,766.0,active
baseline,0,7,84,420.0,25.0,574.0,active
baseline,0,8,84,420.0,25.5,166.0,active
baseline,0,10,84,420.0,32.0,171.5,active
baseline,0,11,84,420.0,26.0,681.5,active
baseline,0,12,84,420.0,2.5,371.5,active
baseline,0,13,84,420.0,44.0,79.5,active
baseline,0,14,84,420.0,4.5,375.0,active
baseline,0,15,84,420.0,37.5,72.0,active
baseline,0,16,84,420.0,36.5,573.0,active
baseline,0,17,84,420.0,28.0,87.0,active
baseline,0,18,84,420.0,34.5,171.5,active
baseline,0,19,84,420.0,29.5,679.5,active
baseline,0,20,84,420.0,7.5,373.5,active
baseline,0,21,84,420.0,27.5,167.5,active
baseline,0,22,84,420.0,38.5,1.5,active
baseline,0,23,84,420.0,39.5,784.0,active
baseline,0,24,84,420.0,20.5,491.0,active
baseline,0,25,84,420.0,36.0,791.0,active
baseline,0,26,84,420.0,40.5,75.5,active
baseline,0,27,84,420.0,23.0,70.5,active
baseline,0,28,84,420.0,42.0,572.0,active
baseline,0,29,84,420.0,31.5,171.5,active
baseline,0,1,85,425.0,30.5,72.0,active
baseline,0,2,85,425.0,38.5,81.0,active
baseline,0,3,85,425.0,34.0,593.0,active
baseline,0,4,85,425.0,37.5,0.0,active
baseline,0,5,85,425.0,30.0,81.0,active
baseline,0,6,85,425.0,28.0,765.5,active
baseline,0,7,85,425.0,25.0,573.5,active
baseline,0,8,85,425.0,25.5,165.5,active
baseline,0,10,85,425.0,32.0,171.0,active
baseline,0,11,85,425.0,26.0,681.0,active
baseline,0,12,85,425.0,2.5,371.0,active
baseline,0,13,85,425.0,44.5,79.5,sea
baseline,0,14,85,425.0,5.0,375.5,active
baseline,0,15,85,425.0,38.0,71.5,active
baseline,0,16,85,425.0,37.0,572.5,active
baseline,0,17,85,425.0,27.5,86.5,active
baseline,0,18,85,425.0,35.0,172.0,active
baseline,0,19,85,425.0,29.5,679.0,active
baseline,0,20,85,425.0,7.5,373.0,active
baseline,0,21,85,425.0,28.0,167.5,active
baseline,0,22,85,425.0,39.0,1.0,active
baseline,0,23,85,425.0,39.5,784.5,active
baseline,0,24,85,425.0,21.0,490.5,active
baseline,0,25,85,425.0,36.0,791.5,active
baseline,0,26,85,425.0,41.0,76.0,active
baseline,0,27,85,425.0,23.5,70.5,active
baseline,0,28,85,425.0,42.0,571.5,active
baseline,0,29,85,425.0,32.0,171.5,active
baseline,0,1,86,430.0,31.0,71.5,active
baseline,0,2,86,430.0,39.0,81.0,active
baseline,0,3,86,430.0,33.5,593.5,active
baseline,0,4,86,430.0,37.5,0.5,active
baseline,0,5,86,430.0,30.5,80.5,active
baseline,0,6,86,430.0,28.5,765.0,active
baseline,0,7,86,430.0,25.5,573.0,active
baseline,0,8,86,430.0,25.5,165.0,active
baseline,0,10,86,430.0,32.0,170.5,active
baseline,0,11,86,430.0,25.5,680.5,active
baseline,0,12,86,430.0,2.5,370.5,active
baseline,0,14,86,430.0,5.0,376.0,active
baseline,0,15,86,430.0,38.5,71.0,active
baseline,0,16,86,430.0,37.0,572.0,active
baseline,0,17,86,430.0,27.0,86.5,active
baseline,0,18,86,430.0,35.5,172.0,active
baseline,0,19,86,430.0,29.0,678.5,active
baseline,0,20,86,430.0,7.5,372.5,active
baseline,0,21,86,430.0,28.5,167.0,active
baseline,0,22,86,430.0,39.5,0.5,active
baseline,0,23,86,430.0,40.0,784.5,active
baseline,0,24,86,430.0,21.0,490.0,active
baseline,0,25,86,430.0,35.5,791.0,active
baseline,0,26,86,430.0,41.5,76.0,active
baseline,0,27,86,430.0,24.0,70.0,active
baseline,0,28,86,430.0,42.5,571.5,active
baseline,0,29,86,430.0,32.5,171.5,active
baseline,0,1,87,435.0,31.0,71.0,active
baseline,0,2,87,435.0,39.5,81.0,active
baseline,0,3,87,435.0,33.5,593.0,active
baseline,0,4,87,435.0,38.0,0.0,active
baseline,0,5,87,435.0,31.0,80.0,active
baseline,0,6,87,435.0,29.0,764.5,active
baseline,0,7,87,435.0,26.0,573.0,active
baseline,0,8,87,435.0,25.5,164.5,active
baseline,0,10,87,435.0,32.5,170.5,active
baseline,0,11,87,435.0,26.0,680.0,active
baseline,0,12,87,435.0,3.0,370.0,active
baseline,0,14,87,435.0,4.5,376.5,active
baseline,0,15,87,435.0,39.0,70.5,active
baseline,0,16,87,435.0,36.5,571.5,active
baseline,0,17,87,435.0,26.5,86.0,active
baseline,0,18,87,435.0,36.0,172.5,active
baseline,0,19,87,435.0,29.5,678.0,active
baseline,0,20,87,435.0,7.5,372.0,active
baseline,0,21,87,435.0,29.0,167.0,active
baseline,0,22,87,435.0,39.5,0.0,active
baseline,0,23,87,435.0,40.5,784.0,active
baseline,0,24,87,435.0,21.5,490.0,active
baseline,0,25,87,435.0,35.0,790.5,active
baseline,0,26,87,435.0,42.0,76.0,active
baseline,0,27,87,435.0,24.0,69.5,active
baseline,0,28,87,435.0,43.0,571.5,active
baseline,0,29,87,435.0,32.5,171.0,active
baseline,0,1,88,440.0,31.0,70.5,active
baseline,0,2,88,440.0,40.0,81.0,active
baseline,0,3,88,440.0,33.5,592.5,active
baseline,0,4,88,440.0,38.5,0.5,active
baseline,0,5,88,440.0,31.5,79.5,active
baseline,0,6,88,440.0,29.0,764.0,active
baseline,0,7,88,440.0,26.5,572.5,active
baseline,0,8,88,440.0,26.0,164.0,active
baseline,0,10,88,440.0,32.5,170.0,active
baseline,0,11,88,440.0,26.0,679.5,active
baseline,0,12,88,440.0,3.5,370.0,active
baseline,0,14,88,440.0,4.0,376.5,active
baseline,0,15,88,440.0,39.5,70.0,active
baseline,0,16,88,440.0,36.0,571.0,active
baseline,0,17,88,440.0,26.0,85.5,active
baseline,0,18,88,440.0,36.5,172.5,active
baseline,0,19,88,440.0,29.5,677.5,active
baseline,0,20,88,440.0,7.5,371.5,active
baseline,0,21,88,440.0,29.5,166.5,active
baseline,0,22,88,440.0,40.0,0.5,active
baseline,0,23,88,440.0,41.0,784.0,active
baseline,0,24,88,440.0,22.0,489.5,active
baseline,0,25,88,440.0,35.0,790.0,active
baseline,0,26,88,440.0,42.0,75.5,active
baseline,0,27,88,440.0,24.0,69.0,active
baseline,0,28,88,440.0,43.5,571.0,active
baseline,0,29,88,440.0,33.0,170.5,active
baseline,0,1,89,445.0,31.0,70.0,active
baseline,0,2,89,445.0,40.5,81.0,active
baseline,0,3,89,445.0,33.0,592.0,active
baseline,0,4,89,445.0,39.0,0.0,active
baseline,0,5,89,445.0,32.0,79.0,active
baseline,0,6,89,445.0,29.5,763.5,active
baseline,0,7,89,445.0,26.5,572.0,active
baseline,0,8,89,445.0,26.0,163.5,active
baseline,0,10,89,445.0,32.5,170.0,active
baseline,0,11,89,445.0,26.0,679.5,active
baseline,0,12,89,445.0,4.0,369.5,active
baseline,0,14,89,445.0,4.0,376.5,active
baseline,0,15,89,445.0,40.0,69.5,active
baseline,0,16,89,445.0,36.0,570.5,active
baseline,0,17,89,445.0,25.5,85.0,active
baseline,0,18,89,445.0,37.0,173.0,active
baseline,0,19,89,445.0,29.0,677.0,active
baseline,0,20,89,445.0,7.5,371.0,active
baseline,0,21,89,445.0,29.5,166.0,active
baseline,0,22,89,445.0,40.5,0.0,active
baseline,0,23,89,445.0,41.5,784.5,active
baseline,0,24,89,445.0,22.0,489.0,active
baseline,0,25,89,445.0,35.0,790.5,active
baseline,0,26,89,445.0,42.5,75.0,active
baseline,0,27,89,445.0,24.5,69.0,active
baseline,0,28,89,445.0,44.0,571.0,active
baseline,0,29,89,445.0,33.0,170.0,active
baseline,0,1,90,450.0,31.0,69.5,active
baseline,0,2,90,450.0,41.0,81.0,active
baseline,0,3,90,450.0,32.5,591.5,active
baseline,0,4,90,450.0,39.5,0.5,active
baseline,0,5,90,450.0,32.5,78.5,active
baseline,0,6,90,450.0,30.0,763.0,active
baseline,0,7,90,450.0,26.5,571.5,active
baseline,0,8,90,450.0,26.5,163.0,active
baseline,0,10,90,450.0,32.5,169.5,active
baseline,0,11,90,450.0,26.5,679.0,active
baseline,0,12,90,450.0,4.5,369.0,active
baseline,0,14,90,450.0,3.5,376.5,active
baseline,0,15,90,450.0,40.5,69.5,active
baseline,0,16,90,450.0,36.5,570.0,active
baseline,0,17,90,450.0,25.5,84.5,active
baseline,0,18,90,450.0,37.5,172.5,active
baseline,0,19,90,450.0,29.0,676.5,active
baseline,0,20,90,450.0,7.0,370.5,active
baseline,0,21,90,450.0,29.5,165.5,active
baseline,0,22,90,450.0,41.0,0.5,active
baseline,0,23,90,450.0,42.0,785.0,active
baseline,0,24,90,450.0,22.0,488.5,active
baseline,0,25,90,450.0,35.0,790.5,active
baseline,0,26,90,450.0,43.0,74.5,active
baseline,0,27,90,450.0,25.0,68.5,active
baseline,0,28,90,450.0,44.5,571.5,active
baseline,0,29,90,450.0,33.5,169.5,active
baseline,0,1,91,455.0,31.0,69.5,active
baseline,0,2,91,455.0,41.5,81.0,active
baseline,0,3,91,455.0,32.5,591.0,active
baseline,0,4,91,455.0,40.0,0.0,active
baseline,0,5,91,455.0,33.0,79.0,active
baseline,0,6,91,455.0,30.5,762.5,active
baseline,0,7,91,455.0,27.0,571.5,active
baseline,0,8,91,455.0,27.0,163.0,active
baseline,0,10,91,455.0,32.0,169.0,active
baseline,0,11,91,455.0,26.5,678.5,active
baseline,0,12,91,455.0,5.0,368.5,active
baseline,0,14,91,455.0,3.0,377.0,active
baseline,0,15,91,455.0,40.5,69.5,active
baseline,0,16,91,455.0,36.5,569.5,active
baseline,0,17,91,455.0,25.5,84.0,active
baseline,0,18,91,455.0,38.0,172.0,active
baseline,0,19,91,455.0,29.0,676.0,active
baseline,0,20,91,455.0,7.0,370.0,active
baseline,0,21,91,455.0,29.5,165.0,active
baseline,0,22,91,455.0,41.0,0.0,active
baseline,0,23,91,455.0,42.5,785.0,active
baseline,0,24,91,455.0,22.0,488.0,active
baseline,0,25,91,455.0,35.5,791.0,active
baseline,0,26,91,455.0,43.5,74.0,active
baseline,0,27,91,455.0,25.5,68.5,active
baseline,0,28,91,455.0,45.0,572.0,sea
baseline,0,29,91,455.0,34.0,169.0,active
baseline,0,1,92,460.0,31.0,69.0,active
baseline,0,2,92,460.0,42.0,81.0,active
baseline,0,3,92,460.0,32.5,591.0,active
baseline,0,4,92,460.0,40.5,0.5,active
baseline,0,5,92,460.0,33.5,79.0,active
baseline,0,6,92,460.0,31.0,762.0,active
baseline,0,7,92,460.0,27.0,571.0,active
baseline,0,8,92,460.0,27.5,163.0,active
baseline,0,10,92,460.0,32.0,168.5,active
baseline,0,11,92,460.0,26.5,678.0,active
baseline,0,12,92,460.0,4.5,369.0,active
baseline,0,14,92,460.0,2.5,376.5,active
baseline,0,15,92,460.0,41.0,69.0,active
baseline,0,16,92,460.0,36.5,569.0,active
baseline,0,17,92,460.0,25.5,83.5,active
baseline,0,18,92,460.0,38.0,171.5,active
baseline,0,19,92,460.0,29.0,675.5,active
baseline,0,20,92,460.0,7.0,369.5,active
baseline,0,21,92,460.0,29.5,164.5,active
baseline,0,22,92,460.0,41.0,0.5,active
baseline,0,23,92,460.0,42.5,785.5,active
baseline,0,24,92,460.0,22.0,487.5,active
baseline,0,25,92,460.0,36.0,791.0,active
baseline,0,26,92,460.0,44.0,73.5,active
baseline,0,27,92,460.0,26.0,68.5,active
baseline,0,29,92,460.0,34.5,168.5,active
