scenario,replicate,turtle_id,nest_id,outcome,arrival_sea,disoriented,time_s,path_length_m,direct_distance_m,efficiency,initial_heading_deg,abs_initial_heading_deg,max_landward_displacement_m,landward_step_fraction,remaining_energy,start_x_m,start_y_m,end_x_m,end_y_m
baseline,4,20,N7,sea,1,1,610.0,69.71930009000629,36.0,0.5163563023943827,-41.18592516570965,41.18592516570965,0.0,0.043478260869565216,0.732365778688458,8.0,600.0,45.0,562.0
baseline,4,21,N5,censored,0,1,1800.0,216.72896808188506,40.0,0.18456231464585346,-138.81407483429035,138.81407483429035,6.5,0.351123595505618,0.35940144676925284,7.5,400.0,9.0,299.0
baseline,4,22,N8,sea,1,0,500.0,57.85533905932733,37.5,0.6481683559324732,-11.309932474020213,11.309932474020213,0.0,0.05263157894736842,0.6835021522363662,8.0,700.0,45.5,681.0
baseline,4,23,N2,sea,1,1,635.0,78.3614357137373,37.0,0.4721710323833902,-48.81407483429036,48.81407483429036,0.0,0.10483870967741936,0.7628134677952186,7.5,100.0,44.0,62.0
baseline,4,24,N7,predated,0,1,65.0,7.742640687119286,36.0075,4.650545137643071,-95.71059313749964,95.71059313749964,0.5,0.38461538461538464,0.9886387840517167,8.0,600.5,7.5,595.5
baseline,4,25,N4,sea,1,1,685.0,81.3761543394987,37.0,0.45467865003348756,-60.94539590092286,60.94539590092286,0.0,0.08148148148148149,0.8224701924574872,8.0,300.0,45.5,254.5
baseline,4,26,N3,sea,1,1,635.0,75.01219330881975,37.5,0.4999187244881006,-16.69924423399362,16.69924423399362,0.0,0.031746031746031744,0.7351086468066842,8.5,200.0,45.5,155.0
baseline,4,27,N3,predated,0,1,890.0,104.44722215136427,37.5,0.35903300468494254,-33.690067525979785,33.690067525979785,0.0,0.0847457627118644,0.5272072124487378,8.5,200.0,42.5,123.0
baseline,4,28,N1,sea,1,0,525.0,65.16904755831209,36.0075,0.5525245703150892,-5.710593137499642,5.710593137499642,0.0,0.02912621359223301,0.8687548405385968,7.0,0.5,43.0,0.0
baseline,4,29,N5,censored,0,1,1800.0,215.0721138323927,39.49,0.18361283244174953,-78.69006752597979,78.69006752597979,4.5,0.25280898876404495,0.2929830830614463,8.0,401.0,30.5,269.0
baseline,5,0,N4,sea,1,1,705.0,83.3761543394987,36.5,0.43777504838344955,-26.56505117707799,26.56505117707799,0.0,0.08633093525179857,0.7595503331398711,8.5,300.0,46.0,248.5
baseline,5,1,N8,sea,1,1,1060.0,126.69595949289359,37.0,0.29203772676014456,-36.86989764584402,36.86989764584402,0.0,0.16908212560386474,0.5537936978275274,8.5,700.0,45.0,633.0
baseline,5,2,N2,sea,1,1,485.0,56.61269837220805,36.0075,0.636032216010332,-45.0,45.0,0.0,0.021052631578947368,0.6949242858425729,8.5,100.5,44.5,74.0
baseline,5,3,N8,predated,0,1,1720.0,202.17261889578097,37.5,0.1854850582873988,-73.30075576600639,73.30075576600639,3.0,0.25595238095238093,0.4038157937844609,8.0,700.0,31.0,567.5
baseline,5,4,N6,censored,0,1,1800.0,211.15790027001958,38.4875,0.18226881376819834,-36.86989764584402,36.86989764584402,4.5,0.3753581661891118,0.3262609308479384,8.0,500.5,4.0,424.5
baseline,5,5,N8,sea,1,1,780.0,92.24011537017766,36.99,0.4010185790808249,-29.054604099077146,29.054604099077146,0.0,0.11764705882352941,0.6619697755373711,8.5,700.5,45.0,666.5
baseline,5,6,N8,sea,1,1,725.0,84.37615433949873,38.0,0.4503642089102796,-48.81407483429036,48.81407483429036,0.0,0.09929078014184398,0.7744491683925047,7.5,700.0,45.5,667.0
baseline,5,7,N9,predated,0,1,620.0,72.80508652763321,35.51,0.4877406468917822,-73.30075576600639,73.30075576600639,1.0,0.09016393442622951,0.8712075319058621,8.0,799.5,42.5,767.5
baseline,5,8,N1,sea,1,1,525.0,64.8406204335659,35.0,0.5397850878965622,0.0,0.0,0.0,0.0,0.7806183559523221,8.0,0.0,43.0,0.0
baseline,5,9,N2,sea,1,1,1105.0,129.2817459305205,36.5,0.2823291079284781,0.0,0.0,0.0,0.22065727699530516,0.5837207188503978,8.0,100.0,44.0,45.5
baseline,5,10,N5,censored,0,1,1800.0,211.36500705120608,40.0,0.18924608457212339,-101.30993247402021,101.30993247402021,7.0,0.27793696275071633,0.26119217314441695,7.5,400.0,26.5,294.5
baseline,5,11,N7,sea,1,1,805.0,93.91168824543155,35.0,0.3726905633783303,-53.13010235415598,53.13010235415598,0.0,0.13291139240506328,0.8327860500917827,9.0,600.0,45.5,555.5
baseline,5,12,N3,sea,1,1,470.0,56.2340187157677,38.0,0.6757475433521706,-36.86989764584402,36.86989764584402,0.0,0.0,0.73096145213067,8.0,200.0,46.0,172.0
baseline,5,13,N2,sea,1,1,720.0,83.59797974644673,37.0,0.4425944276670473,-33.690067525979785,33.690067525979785,0.0,0.0625,0.746497880299987,7.5,100.0,44.0,52.5
baseline,5,14,N5,censored,0,1,1800.0,213.29393923934055,39.5,0.18519044723383546,-119.05460409907714,119.05460409907714,7.0,0.26330532212885155,0.3135664526359734,8.0,400.0,21.5,274.0
baseline,5,15,N4,sea,1,1,1310.0,148.47413408594565,37.005,0.249235331310835,5.710593137499642,5.710593137499642,0.0,0.2073170731707317,0.5563167212803497,8.0,299.5,45.5,270.5
baseline,5,16,N2,sea,1,1,585.0,71.16904755831213,36.5,0.5128634041377867,-56.309932474020215,56.309932474020215,0.0,0.06086956521739131,0.8890602539702682,8.0,100.0,44.0,54.5
baseline,5,17,N7,sea,1,1,1110.0,135.14570696119944,36.0,0.26637916075525553,-33.690067525979785,33.690067525979785,0.0,0.19457013574660634,0.4994477131461269,8.0,600.0,46.0,526.0
baseline,5,18,N8,sea,1,1,1080.0,124.13961030678954,37.5,0.3020792469649715,-53.13010235415598,53.13010235415598,0.5,0.1895734597156398,0.5593192277776455,8.0,700.0,45.0,653.5
baseline,5,19,N5,predated,0,1,1480.0,174.68733752154225,39.5,0.22611827829323292,119.05460409907714,119.05460409907714,6.0,0.3321678321678322,0.3493114747955735,8.0,400.0,14.5,328.0
baseline,5,20,N7,censored,0,1,1800.0,208.13708498984823,35.5,0.17056066679194384,-84.28940686250037,84.28940686250037,4.5,0.32,0.34937021688717984,8.5,600.0,9.0,511.5
baseline,5,21,N4,sea,1,1,1460.0,168.04520189781127,37.5,0.22315424407537593,-53.13010235415598,53.13010235415598,0.0,0.19572953736654805,0.5158320226201927,7.5,300.0,46.0,216.5
baseline,5,22,N9,sea,1,1,495.0,57.405591591021505,35.5,0.6184066571931708,-53.13010235415598,53.13010235415598,0.0,0.020618556701030927,0.7986935428734332,8.0,800.0,44.0,777.0
baseline,5,23,N9,sea,1,1,585.0,68.89087296526009,35.51,0.5154528963206314,-29.054604099077146,29.054604099077146,0.0,0.09565217391304348,0.6871093151109132,8.0,799.5,44.0,776.5
baseline,5,24,N5,predated,0,1,735.0,86.36143571373734,39.9875,0.46302495633058666,-95.71059313749964,95.71059313749964,6.0,0.39285714285714285,0.6192223086706679,7.5,399.5,3.5,360.0
baseline,5,25,N1,sea,1,0,450.0,54.355339059327335,35.0,0.6439109865876924,5.710593137499642,5.710593137499642,0.0,0.0,0.9344693221374437,8.0,0.0,43.0,0.0
baseline,5,26,N6,censored,0,1,1800.0,215.22896808188506,38.9875,0.18114429645533117,-41.18592516570965,41.18592516570965,3.5,0.38243626062322944,0.11544836944994262,7.5,500.5,4.0,431.0
baseline,5,27,N2,sea,1,0,470.0,55.284271247461874,35.9925,0.6510441249897534,-29.054604099077146,29.054604099077146,0.0,0.010638297872340425,0.8446342436152615,8.5,99.5,44.5,81.5
baseline,5,28,N8,sea,1,1,675.0,84.27564927611041,37.4925,0.4448793966233848,-21.80140948635181,21.80140948635181,0.0,0.1259259259259259,0.5652371653712659,8.0,699.5,45.0,656.5
baseline,5,29,N7,censored,0,1,1800.0,210.03657992645992,36.0075,0.17143442353045027,-68.19859051364818,68.19859051364818,0.5,0.2413793103448276,0.30675201636077754,8.0,600.5,45.5,525.0
baseline,6,0,N8,sea,1,1,610.0,73.66904755831213,37.49,0.5088975796833141,5.710593137499642,5.710593137499642,0.0,0.08333333333333333,0.8303043156183635,8.0,700.5,45.5,667.0
baseline,6,1,N4,sea,1,1,615.0,74.34062043356595,37.0,0.49770905575189317,-41.18592516570965,41.18592516570965,0.0,0.0975609756097561,0.7192038020455079,8.0,300.0,45.5,269.0
baseline,6,2,N9,predated,0,1,455.0,53.28427124746187,36.0,0.6756215137635915,-36.86989764584402,36.86989764584402,0.0,0.1111111111111111,0.8006792614852033,7.5,800.0,27.5,782.0
baseline,6,3,N3,sea,1,1,795.0,93.82590180780458,37.9925,0.40492549784200127,-5.710593137499642,5.710593137499642,0.0,0.12738853503184713,0.785932498931985,8.0,199.5,45.5,154.5
baseline,6,4,N4,sea,1,1,935.0,111.46803743153562,37.5125,0.3365314476182504,-29.054604099077146,29.054604099077146,0.0,0.16304347826086957,0.5524004866523599,7.5,300.5,45.5,257.5
baseline,6,5,N2,sea,1,1,525.0,62.562445840513874,35.9925,0.5753051933383998,-53.13010235415598,53.13010235415598,0.0,0.057692307692307696,0.8508933337677074,8.5,99.5,44.5,76.0
baseline,6,6,N7,censored,0,1,1800.0,210.13708498984815,36.0125,0.17137622329604404,-53.13010235415598,53.13010235415598,0.0,0.2853107344632768,0.2173003887723184,8.0,599.5,25.5,502.0
baseline,6,7,N3,predated,0,1,855.0,101.982756057297,38.495,0.3774657744920361,-73.30075576600639,73.30075576600639,0.0,0.14705882352941177,0.6904700023581372,7.5,200.5,39.0,138.0
baseline,6,8,N1,sea,1,0,515.0,61.76955262170042,35.5075,0.5748382251926133,-5.710593137499642,5.710593137499642,0.0,0.00980392156862745,0.6969490862470393,7.5,0.5,43.0,0.0
baseline,6,9,N8,sea,1,1,815.0,93.65432893255078,38.0,0.4057473950549295,-33.690067525979785,33.690067525979785,0.0,0.11612903225806452,0.7198542068296179,7.5,700.0,45.0,660.0
baseline,6,10,N5,censored,0,1,1800.0,212.0365799264599,39.4875,0.18622965911681535,-111.80140948635182,111.80140948635182,7.0,0.26704545454545453,0.18406510206749804,8.0,399.5,26.5,269.0
baseline,6,11,N3,sea,1,1,700.0,82.0832611206853,37.0,0.4507618178766031,-29.054604099077146,29.054604099077146,0.0,0.07352941176470588,0.7224353762046178,9.0,200.0,45.5,158.5
baseline,6,12,N8,sea,1,1,460.0,55.23401871576769,37.49,0.6787483668882074,45.0,45.0,0.5,0.02197802197802198,0.6398054448719142,8.0,700.5,45.5,693.0
baseline,6,13,N4,sea,1,1,1000.0,116.39696961967017,37.5,0.322173335977149,-41.18592516570965,41.18592516570965,0.0,0.12626262626262627,0.6519775441206986,7.5,300.0,46.0,231.5
baseline,6,14,N1,sea,1,1,565.0,69.75483399593904,35.0,0.5017573406029124,11.309932474020213,11.309932474020213,0.0,0.07079646017699115,0.7000179137186345,8.0,0.0,43.5,0.0
baseline,6,15,N1,sea,1,0,495.0,61.133513652379335,35.0075,0.5726400775695885,0.0,0.0,0.0,0.041237113402061855,0.8148827695001502,8.0,0.5,43.5,0.0
baseline,6,16,N1,sea,1,1,505.0,63.25483399593898,34.5075,0.5455314293009672,0.0,0.0,0.0,0.02,0.8467961360306689,8.5,0.5,43.0,0.0
baseline,6,17,N2,sea,1,1,675.0,80.37615433949873,36.0075,0.44798734520077765,-36.86989764584402,36.86989764584402,0.0,0.08270676691729323,0.7059482517472424,8.5,100.5,44.0,56.0
baseline,6,18,N8,sea,1,1,845.0,99.86143571373735,38.0,0.3805272749025034,-36.86989764584402,36.86989764584402,0.0,0.11976047904191617,0.7382649988573479,7.5,700.0,45.0,666.5
baseline,6,19,N3,sea,1,1,970.0,116.00357133746843,38.5,0.33188633380948973,-48.81407483429036,48.81407483429036,0.0,0.13089005235602094,0.6349142620648238,7.5,200.0,45.0,127.5
baseline,6,20,N2,sea,1,1,550.0,68.0832611206852,36.5,0.5361082797620353,-36.86989764584402,36.86989764584402,0.0,0.05555555555555555,0.6277584892271312,8.0,100.0,44.0,56.0
baseline,6,21,N5,predated,0,1,1505.0,167.3380951166247,39.995,0.23900714282737512,-78.69006752597979,78.69006752597979,0.5,0.32142857142857145,0.39903910092250366,7.5,400.5,10.5,340.5
baseline,6,22,N6,sea,1,1,1325.0,154.716774773065,39.0,0.25207350694327946,16.69924423399362,16.69924423399362,0.0,0.21875,0.6707370037008219,7.5,500.0,47.0,490.0
baseline,6,23,N3,sea,1,1,805.0,94.10407640085663,38.0,0.40380822439753616,-36.86989764584402,36.86989764584402,0.0,0.1503267973856209,0.7434766311574722,8.0,200.0,45.5,157.5
baseline,6,24,N4,sea,1,1,880.0,103.44722215136429,37.0,0.3576703098499976,-29.054604099077146,29.054604099077146,0.0,0.15428571428571428,0.6721498382006524,8.0,300.0,45.5,251.5
baseline,6,25,N1,sea,1,1,565.0,70.99747468305831,35.0075,0.49308091810698756,-5.710593137499642,5.710593137499642,0.0,0.061946902654867256,0.8447259050243613,8.0,0.5,43.0,0.0
baseline,6,26,N4,sea,1,1,570.0,67.63351365237935,36.5125,0.5398580973874257,-21.80140948635181,21.80140948635181,0.0,0.07272727272727272,0.7578380374458491,8.5,300.5,45.5,268.0
baseline,6,27,N3,sea,1,1,555.0,63.89087296526006,38.5,0.6025899821549463,-36.86989764584402,36.86989764584402,0.0,0.02857142857142857,0.7699667936385253,7.5,200.0,46.0,172.5
baseline,6,28,N3,predated,0,1,260.0,31.92031021678296,38.5,1.2061286290306037,-78.69006752597979,78.69006752597979,0.5,0.17647058823529413,0.894629651330722,7.5,200.0,18.0,178.5
baseline,6,29,N5,predated,0,1,895.0,106.4325035256029,39.4875,0.37100978265066437,-116.56505117707799,116.56505117707799,6.5,0.3409090909090909,0.7041317467904236,8.0,399.5,8.0,347.0
baseline,7,0,N3,sea,1,1,420.0,51.94112549695424,38.0,0.7315975469616705,-36.86989764584402,36.86989764584402,0.0,0.0,0.7297063756158824,8.0,200.0,46.0,178.0
baseline,7,1,N8,sea,1,1,770.0,92.6898628384835,37.5,0.4045749864291582,-11.309932474020213,11.309932474020213,0.0,0.1456953642384106,0.6215507102241112,8.0,700.0,45.0,666.0
baseline,7,2,N5,censored,0,1,1800.0,206.7731239591692,39.9875,0.19338828583881237,-143.13010235415598,143.13010235415598,7.0,0.27635327635327633,0.3362763812442106,7.5,399.5,18.0,283.0
baseline,7,3,N7,sea,1,1,645.0,76.25483399593905,36.5,0.4786581792564627,5.710593137499642,5.710593137499642,0.0,0.0873015873015873,0.7785171149494409,7.5,600.0,45.0,565.5
baseline,7,4,N8,predated,0,1,75.0,9.36396103067893,37.5,4.004715512713008,-48.81407483429036,48.81407483429036,0.0,0.0,0.8953868285427214,8.0,700.0,15.0,695.0
baseline,7,5,N5,predated,0,1,980.0,116.21067811865495,39.5,0.33989991831619115,-119.05460409907714,119.05460409907714,6.0,0.3036649214659686,0.4491004779629637,8.0,400.0,11.0,317.5
baseline,7,6,N3,sea,1,1,700.0,83.87615433949871,38.5,0.45901007626275603,-45.0,45.0,0.0,0.05,0.7500174206586223,7.5,200.0,45.5,148.5
baseline,7,7,N2,sea,1,1,1200.0,144.18124086713217,35.5075,0.24626990159365703,-45.0,45.0,0.0,0.18143459915611815,0.6581725292698347,9.0,100.5,43.5,10.5
baseline,7,8,N4,predated,0,0,295.0,35.627416997969505,36.505,1.0246322376410424,-11.309932474020213,11.309932474020213,0.0,0.08620689655172414,0.7935598698257861,8.5,299.5,23.5,280.5
baseline,7,9,N8,sea,1,1,670.0,79.7903679018718,37.9925,0.4761539644324504,-11.309932474020213,11.309932474020213,0.0,0.10687022900763359,0.8763680052441678,7.5,699.5,45.5,673.5
baseline,7,10,N2,sea,1,0,470.0,57.890872965260066,36.0,0.6218596845413501,-26.56505117707799,26.56505117707799,0.0,0.021505376344086023,0.9400627138631606,8.5,100.0,44.5,67.0
baseline,7,11,N1,sea,1,1,1225.0,145.2314933988264,35.5,0.2444373404776052,5.710593137499642,5.710593137499642,0.0,0.1487603305785124,0.5825060905592869,7.5,0.0,43.0,0.0
baseline,7,12,N3,sea,1,1,875.0,102.10407640085668,37.4925,0.3671988555364419,-68.19859051364818,68.19859051364818,0.0,0.1242603550295858,0.646259763491342,8.5,199.5,45.5,137.5
baseline,7,13,N4,censored,0,1,1800.0,208.70815280171368,37.01,0.1773289615339651,-84.28940686250037,84.28940686250037,5.5,0.2478386167146974,0.25074413747016705,8.0,299.0,41.0,209.5
baseline,7,14,N6,censored,0,1,1800.0,214.26450198781782,38.0,0.17735088942619398,36.86989764584402,36.86989764584402,0.0,0.31805157593123207,0.35253940418181545,8.5,500.0,28.5,434.5
baseline,7,15,N6,censored,0,1,1800.0,208.00104602052713,38.5,0.18509522301248682,-36.86989764584402,36.86989764584402,5.0,0.37283236994219654,0.34447916858933136,8.0,500.0,9.0,487.5
baseline,7,16,N3,sea,1,1,920.0,107.72539674441632,38.4925,0.3573205684387063,5.710593137499642,5.710593137499642,0.0,0.1452513966480447,0.6336916902597779,7.5,199.5,45.5,154.0
baseline,7,17,N3,sea,1,1,800.0,97.51828996322975,37.995,0.38961921926980464,-68.19859051364818,68.19859051364818,0.0,0.1509433962264151,0.6489261894086017,8.0,200.5,45.5,158.0
baseline,7,18,N2,sea,1,1,595.0,70.04772721475248,36.5,0.5210732946138026,-21.80140948635181,21.80140948635181,0.0,0.05263157894736842,0.822555086580578,8.0,100.0,44.0,63.5
baseline,7,19,N9,sea,1,1,670.0,76.87615433949871,36.0,0.46828565124391663,0.0,0.0,0.0,0.1111111111111111,0.6773397009701255,7.5,800.0,44.0,780.0
baseline,7,20,N5,predated,0,1,350.0,40.713203435596405,39.0,0.9579202005485395,-95.71059313749964,95.71059313749964,4.5,0.36231884057971014,0.9396076633954028,8.5,400.0,4.5,372.5
baseline,7,21,N8,predated,0,1,235.0,26.849242404917483,37.5,1.3966874533909313,-53.13010235415598,53.13010235415598,0.0,0.08888888888888889,1.0623217509592155,8.0,700.0,19.5,688.5
baseline,7,22,N3,sea,1,1,530.0,63.18376618407352,38.0,0.6014203061162016,-41.18592516570965,41.18592516570965,0.0,0.028846153846153848,0.7420196639353671,8.0,200.0,46.0,168.0
baseline,7,23,N2,sea,1,0,520.0,62.476659402886966,37.0075,0.5923412095604128,-29.054604099077146,29.054604099077146,0.0,0.038834951456310676,0.8081096527801664,7.5,100.5,44.0,65.0
baseline,7,24,N2,sea,1,1,625.0,70.97665940288701,36.0,0.5072089938137563,-68.19859051364818,68.19859051364818,1.5,0.058333333333333334,0.777332858249801,8.5,100.0,44.5,72.5
baseline,7,25,N3,predated,0,0,495.0,59.47665940288697,37.995,0.6388220250002093,5.710593137499642,5.710593137499642,0.0,0.10309278350515463,0.7226720635140724,8.0,200.5,36.0,174.5
baseline,7,26,N4,predated,0,1,995.0,115.88225099390876,37.5,0.32360434560398,-48.81407483429036,48.81407483429036,0.0,0.24479166666666666,0.6749364744363868,7.5,300.0,26.5,232.0
baseline,7,27,N7,predated,0,1,475.0,54.07716446627533,36.0,0.6657153782989312,-41.18592516570965,41.18592516570965,0.5,0.2608695652173913,0.738502900277517,8.0,600.0,12.5,567.0
baseline,7,28,N6,censored,0,1,1800.0,210.58683245815405,38.5,0.18282244692412275,29.054604099077146,29.054604099077146,1.5,0.3465909090909091,0.40119680026846466,8.0,500.0,21.5,467.0
baseline,7,29,N2,sea,1,1,560.0,68.13351365237938,36.9925,0.5429413223679848,-63.43494882292201,63.43494882292201,1.0,0.08108108108108109,0.7420247023409169,7.5,99.5,44.0,61.0
lights_off,0,0,N4,sea,1,0,450.0,51.16295090390222,37.0,0.7231795536871192,26.56505117707799,26.56505117707799,0.0,0.011494252873563218,0.8096678999016295,8.0,300.0,45.5,304.5
lights_off,0,1,N2,sea,1,0,430.0,48.2132034355964,36.5,0.7570540308269913,-5.710593137499642,5.710593137499642,0.0,0.023809523809523808,0.7732953001635336,8.0,100.0,45.0,104.0
lights_off,0,2,N8,sea,1,0,515.0,61.18376618407351,37.5,0.6129076769674481,0.0,0.0,0.0,0.04,0.6836476231039326,8.0,700.0,45.5,698.5
lights_off,0,3,N8,sea,1,0,420.0,48.748737341529136,37.0,0.7589940174405222,-5.710593137499642,5.710593137499642,0.0,0.012048192771084338,0.7745021657512011,8.5,700.0,45.5,702.0
lights_off,0,4,N7,sea,1,1,645.0,74.42640687119285,36.5,0.490417333503272,-5.710593137499642,5.710593137499642,0.0,0.12903225806451613,0.8719110132007564,7.5,600.0,44.5,596.0
lights_off,0,5,N5,sea,1,0,545.0,66.63351365237935,40.0,0.60029852558393,-11.309932474020213,11.309932474020213,0.0,0.10185185185185185,0.7239384304143723,7.5,400.0,47.5,393.5
lights_off,0,6,N3,sea,1,0,435.0,52.19848480983495,38.0,0.7279904797704061,-5.710593137499642,5.710593137499642,0.0,0.011494252873563218,0.7701987748525713,8.0,200.0,46.0,208.5
lights_off,0,7,N4,predated,0,0,20.0,2.0,37.505,18.7525,0.0,0.0,0.0,0.0,0.9629540795382949,7.5,299.5,9.5,299.5
lights_off,0,8,N6,sea,1,0,395.0,46.54163056034259,38.4875,0.8269478214799506,0.0,0.0,0.0,0.0,0.839774796670834,8.0,500.5,47.0,493.0
lights_off,0,9,N6,sea,1,0,450.0,52.491378028648406,38.4875,0.7332156526543185,-21.80140948635181,21.80140948635181,0.0,0.011363636363636364,0.902739295224112,8.0,500.5,46.5,503.5
lights_off,0,10,N5,sea,1,0,560.0,65.76955262170044,39.975,0.6078040431555313,-29.054604099077146,29.054604099077146,0.0,0.07272727272727272,0.7349042341088091,7.5,399.0,47.5,393.0
lights_off,0,11,N8,sea,1,0,430.0,52.441125496954236,37.49,0.7148969371791498,11.309932474020213,11.309932474020213,0.0,0.011764705882352941,0.8000831168817163,8.0,700.5,45.5,701.5
lights_off,0,12,N3,sea,1,0,395.0,47.370057685088774,38.49,0.8125385925404087,0.0,0.0,0.0,0.0,0.819297889925254,7.5,201.0,46.0,191.0
lights_off,0,13,N7,sea,1,0,410.0,50.02691193458115,35.5,0.7096180561059294,26.56505117707799,26.56505117707799,0.0,0.012345679012345678,0.8475194721031613,8.5,600.0,44.5,595.5
lights_off,0,14,N7,sea,1,0,455.0,54.19848480983496,36.5,0.6734505609901597,11.309932474020213,11.309932474020213,0.0,0.03296703296703297,0.6599713327031473,7.5,600.0,44.5,596.5
lights_off,0,15,N6,sea,1,1,530.0,64.71930009000624,38.5,0.5948766433885624,95.71059313749964,95.71059313749964,0.5,0.047619047619047616,0.6519449847321601,8.0,500.0,46.5,510.5
lights_off,0,16,N9,sea,1,1,550.0,65.59797974644663,35.51,0.5413276466326471,-21.80140948635181,21.80140948635181,0.0,0.05555555555555555,0.837916832801394,8.0,799.5,44.0,794.5
lights_off,0,17,N7,sea,1,0,465.0,54.57716446627532,36.0,0.6596165328861187,-11.309932474020213,11.309932474020213,0.0,0.03225806451612903,0.9312277357899525,8.0,600.0,44.5,603.5
lights_off,0,18,N3,sea,1,0,425.0,50.28427124746186,38.495,0.76554753693369,-21.80140948635181,21.80140948635181,0.0,0.0,0.9495521494791764,7.5,200.5,46.0,198.0
lights_off,0,19,N3,sea,1,0,405.0,46.713203435596405,38.495,0.8240710798837236,5.710593137499642,5.710593137499642,0.0,0.0,0.9743832638253143,7.5,200.5,46.0,206.5
lights_off,0,20,N3,sea,1,0,425.0,50.07716446627532,38.5,0.7688134983347148,11.309932474020213,11.309932474020213,0.0,0.0,0.9372501448177707,7.5,200.0,46.0,198.0
